"CODE" "PLOT" "BLOCK" "TREAT" "DATE" "SPEC" "SP_CODE" "LIFE.FORM" "NO_STEMS" "BASAL_A" "HEIGHT_M" "LEAVES" "TRUNK" "WEIGHT" "SURV" "LOOKUPHELP" "WET..g." "DRY" "WATER" "AREA" "SLA" "PHOT_AREA" "HERB" "LOCATION" "LDMC"
"776" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Commersonia bartramia" "COMMBA" "tree" 3 35.04 6.13 2.865 13.475 16.34 "KM" "" 20.08 10.29 9.79 1182.442 114.91175898931 NA -5.71559477475054 "W" 0.0498110933035391
"777" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Trema orientalis" "TREMOR" "tree" 10 32.2 2.89 3.415 10.28 13.695 "KM" "" 13.65 4.58 9.07 763.407 166.682751091703 NA -6.1130516637922 "W" -0.683273266000952
"778" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA 1.295 1.195 2.49 "KM" "" 25.1 6.61 18.49 1036.693 156.83706505295 NA -8.78642797735094 "W" -1.02864639153544
"779" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA 3.595 NA 3.595 "KM" "" 11.41 4.29 7.12 653.003 152.215151515152 NA -9.92595895189449 "W" -0.506620992483959
"780" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Urena lobata" "URENLO" "herb" NA NA NA 0.2 NA 0.2 "KM" "" 9.8 4.22 5.58 695.004 164.692890995261 NA -6.02205033426491 "W" -0.279353648345299
"781" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Paspalum sp. 2" "PASPS2" "grass" NA NA NA 0.1029 NA 0.1029 "KM" "" 1.95 0.8 1.15 123.684 154.605 NA -10.2160941747353 "W" -0.362905493689368
"782" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA 0.0746 NA 0.0746 "KM" "" 3.16 0.54 2.62 218.685 404.972222222222 NA -5.64040661915755 "W" -1.57936045719682
"783" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Sorghum propinquum" "SORGPR" "grass" NA NA NA 0.03061 NA 0.03061 "KM" "" 4.34 0.99 3.35 NA NA NA NA "W" -1.21901068169048
"784" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Trema orientalis" "TREMOR" "tree" 9 30.04 3.1 5.5 11.97 17.47 "KM" "" 10.1 2.91 7.19 578.369 198.752233676976 NA -5.78008015501779 "W" -0.904538090549554
"785" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Ficus hispidoides" "FICUHI" "tree" 6 28.73 3.11 2.825 8.39 11.215 "KM" "" 30.14 10.03 20.11 1065.014 106.182851445663 NA -7.31037666400871 "W" -0.695636601810717
"786" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Piptrus argenteus" "PIPTAR" "tree" 1 15.9 4 2.38 9.105 11.485 "KM" "" 20.63 7.22 13.41 894.256 123.858171745152 NA -5.65417576120939 "W" -0.619145744388852
"787" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 1 8.55 4.6 1.12 2.65 3.77 "KM" "" 25.63 6.29 19.34 1320.042 209.863593004769 NA -8.92003437305258 "W" -1.1232144193128
"788" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Hyptis capitata" "HYPTCA" "herb" NA NA NA 0.855 NA 0.855 "KM" "" 8.16 2.08 6.08 469.893 225.910096153846 NA -6.24695437184851 "W" -1.07263680226485
"789" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA 2.38 NA 2.38 "KM" "" 6.1 0.87 5.23 434.189 499.067816091954 NA -8.23903257582013 "W" -1.79367334541034
"790" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Pisonia longirostris" "PISOLO" "tree" 1 NA NA 0.10542 0.05696 0.16238 "KM" "" 32.78 6.26 26.52 981.949 156.860862619808 NA -5.96762963517688 "W" -1.44371898020565
"791" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Lepistemon urceolatus" "LEPIUR" "vine" NA NA NA 0.09085 NA 0.09085 "KM" "" 17.27 5.37 11.9 930.484 173.274487895717 NA -6.45124896666068 "W" -0.79571049159671
"792" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Euphorbia geniculata" "EUPHGE" "herb" NA NA NA 0.08641 NA 0.08641 "KM" "" 7.45 1.46 5.99 367.226 251.524657534247 NA -10.7342694144551 "W" -1.41165497640711
"793" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Cyperus bifax" "CYPHBI" "sedge" NA NA NA 0.42 NA 0.42 "KM" "" 5.41 1.15 4.26 125.697 109.301739130435 NA 0 "W" -1.30950721790612
"794" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Commersonia bartramia" "COMMBA" "tree" 1 NA NA 0.03323 0.15523 0.18846 "KM" "" 13.98 5.95 8.03 1118.307 187.950756302521 NA -4.85251242746136 "W" -0.299793308401132
"795" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA 0.04245 0.03695 0.0794 "KM" "" 21.51 5.57 15.94 962.505 172.801615798923 NA -5.23543944413067 "W" -1.05143661942288
"796" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Stachytarpheta urticaefolia" "STACUR" "herb" NA NA NA 0.76 0.675 1.435 "KM" "" 11.24 2.69 8.55 597.611 222.160223048327 NA -8.88646092902873 "W" -1.15639008933492
"797" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Urena lobata" "URENLO" "herb" NA NA NA 0.06911 0.2 0.26911 "KM" "" 10.03 3.64 6.39 745.066 204.688461538462 NA -5.08636594731337 "W" -0.562750586740794
"798" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA 0.05854 NA 0.05854 "KM" "" 21.63 3.43 18.2 1280.018 373.183090379009 NA -7.11252533896036 "W" -1.6688613329049
"799" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 NA NA 0.05443 0.0859 0.14033 "KM" "" 11.86 3.25 8.61 1111.247 341.922153846154 NA -7.86668122744117 "W" -0.974269322097993
"800" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA 0.1105 NA 0.1105 "KM" "" 4.14 0.66 3.48 210.227 318.525757575758 NA 0 "W" -1.66254773774805
"801" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA 0.07154 NA 0.07154 "KM" "" 3.53 0.95 2.58 230.234 242.351578947368 NA -7.39570639746053 "W" -0.999082693321077
"802" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Ficus congesta" "FICUCO" "tree" 1 0.95 2.3 0.06512 0.21 0.27512 "KM" "" 21.2 8.23 12.97 1144.548 139.070230862697 NA -6.6706677996802 "W" -0.454852983639374
"803" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA 0.01682 NA 0.01682 "KM" "" 2.55 0.53 2.02 136.941 258.379245283019 NA -8.51016702717139 "W" -1.33797578384908
"804" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Solanum sp. 1" "SOLAS1" "herb" NA NA NA 0.00421 NA 0.00421 "KM" "" 2.76 0.45 2.31 159.755 355.011111111111 NA -5.2371533086149 "W" -1.63575522075147
"805" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA 0.02269 NA 0.02269 "KM" "" 3.57 1.14 2.43 208.451 182.851754385965 NA -7.74444263417892 "W" -0.756862994946053
"806" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA 0.01511 NA 0.01511 "KM" "" 6.57 1.47 5.1 519.028 353.080272108844 NA -8.7087305209198 "W" -1.24397813893964
"807" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Tournefortia sarmentosa" "TOURSA" "shrub" NA NA NA 0.00812 0.03299 0.04111 "KM" "" 3.46 0.73 2.73 165.711 227.001369863014 NA -4.29668576174527 "W" -1.31901235403657
"808" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Dioscorea sp. 1" "DIOSS1" "vine" NA NA NA 0.01307 NA 0.01307 "KM" "" 8.01 1.36 6.65 396.683 291.678676470588 NA -7.38795843353347 "W" -1.5871321549198
"809" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA 0.645 0.785 1.43 "KM" "" 19.03 2.9 16.13 1020.451 351.879655172414 NA -6.96475768665352 "W" -1.71597015514469
"810" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Trema orientalis" "TREMOR" "tree" 1 NA NA 0.92 2.39 3.31 "KM" "" 15.67 3.98 11.69 917.258 230.466834170854 NA -8.25223797055358 "W" -1.07745195618763
"811" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Ficus variegata" "FICUVA" "tree" 1 NA NA 0.02808 0.215 0.24308 "KM" "" 15.59 3.35 12.24 860.756 256.942089552239 NA -7.69965072446755 "W" -1.2957489312472
"812" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Urena lobata" "URENLO" "herb" NA NA NA 0.215 NA 0.215 "KM" "" 15.29 4.13 11.16 881.213 213.368765133172 NA -6.63147283469343 "W" -0.994058549980224
"813" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Sorghum propinquum" "SORGPR" "grass" NA NA NA 0.65 NA 0.65 "KM" "" 4.74 0.98 3.76 318.379 324.876530612245 NA -14.6169074763594 "W" -1.34462166471932
"814" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Calopogonium mucunoides" "CALOMU" "vine" NA NA NA 18.34 NA 18.34 "KM" "" 12.94 2.91 10.03 935.964 321.637113402062 NA -7.73053171430094 "W" -1.23742752079044
"815" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA 1.175 NA 1.175 "KM" "" 12.26 1.61 10.65 724.201 449.814285714286 NA -8.18442324677095 "W" -1.88932571315906
"816" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA 0.01774 NA 0.01774 "KM" "" 4.26 0.4 3.86 165.229 413.0725 NA 0 "W" -2.26695791535089
"817" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA 0.03562 NA 0.03562 "KM" "" 5.14 0.96 4.18 255.598 266.247916666667 NA -11.5622940770562 "W" -1.47113324105692
"818" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Dioscorea sp. 1" "DIOSS1" "vine" NA NA NA 0.01265 NA 0.01265 "KM" "" 4.82 0.79 4.03 221.632 280.546835443038 NA -7.51881802832051 "W" -1.62948870947966
"819" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Hyptis capitata" "HYPTCA" "herb" NA NA NA 0.01855 NA 0.01855 "KM" "" 2.88 0.48 2.4 165.262 344.295833333333 NA -5.07157096927116 "W" -1.6094379124341
"820" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Solanum sp. 1" "SOLAS1" "herb" NA NA NA 0.00491 NA 0.00491 "KM" "" 1.59 0.15 1.44 112.283 748.553333333333 NA -9.4886358810986 "W" -2.26176309847379
"821" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 4 53.74 3.58 10.87 21.145 32.015 "KM" "" 16.07 3.46 12.61 1087.697 314.363294797688 NA -5.09138790384325 "W" -1.2932215609072
"822" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA 1.125 1.255 2.38 "KM" "" 28.36 7.41 20.95 1011.121 136.453576248313 NA -6.47837989241255 "W" -1.03930820706015
"823" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA 2.38 NA 2.38 "KM" "" 17.73 2.04 15.69 983.395 482.05637254902 NA -8.06410644183561 "W" -2.04007375888882
"824" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA 0.29 0.32 0.61 "KM" "" 13.66 2.06 11.6 807.284 391.885436893204 NA -5.49174275223884 "W" -1.72829911531083
"825" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Piptrus argenteus" "PIPTAR" "tree" 1 NA NA 0.10037 0.13743 0.2378 "KM" "" 16.76 4.99 11.77 679.017 136.075551102204 NA -5.52397899870322 "W" -0.858118011508758
"826" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA 0.335 NA 0.335 "KM" "" 6.48 1.45 5.03 495.373 341.636551724138 NA -9.09743557705211 "W" -1.24385642767917
"827" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA 2.03 NA 2.03 "KM" "" 3.75 1.34 2.41 193.373 144.308208955224 NA 0 "W" -0.586957133539744
